,file_ids,start_times,stop_times,texts,labels
7408,Ses04M_script01_2_F012,83.6300,92.5500,Well so what?,ang
7409,Ses04M_script01_2_F013,93.5228,96.8656,"What's going on here, Joe?",ang
7410,Ses04M_script01_2_F014,96.8905,102.3537,Line.,ang
7411,Ses04M_script01_2_F015,102.3815,110.5000,"Now listen, kid. Now, listen.",ang
7412,Ses04M_script01_2_F016,111.0400,114.6900,"Oh.  Now listen, kid.",ang
7413,Ses04M_script01_2_F017,114.9500,118.9400,"She's not his girl, Joe.  She knows she's not.",xxx
7414,Ses04M_script01_2_F018,120.3600,123.2800,You can't read her mind.,ang
7415,Ses04M_script01_2_F019,123.8100,125.9200,"Then why is she still single?  New York is full of men.  Why hasn't she married?  Probably a hundred people told her she's foolish, but she's waited.",xxx
7416,Ses04M_script01_2_F020,129.9900,131.8900,How do you know why she waited?,sad
7417,Ses04M_script01_2_M000,8.6133,11.4600,"Because she knows what I know, that's why.  She's faithful as a rock.  In my worst moments, I think of her waiting and I know, again, that I'm right.",neu
7418,Ses04M_script01_2_M001,12.0900,14.5186,"Look, it's a nice day.  What are we arguing for?",xxx
7419,Ses04M_script01_2_M002,16.2300,19.5400,"Nobody in this house dares take her faith away, Joe.  Strangers might, but not his father, not his brother.",xxx
7420,Ses04M_script01_2_M003,22.0200,29.7357,What do you want me to do? What do you want?,fru
7421,Ses04M_script01_2_M004,29.8106,34.6900,"I want you to act like he's coming back, both of you.  Don't think I haven't noticed you since he invited her here.  I won't stand for any nonsense.",xxx
7422,Ses04M_script01_2_M005,35.9600,38.4000,"But, Kate--",neu
7423,Ses04M_script01_2_M006,40.0135,42.8574,"Because if he's not coming back, I'll kill myself.",neu
7424,Ses04M_script01_2_M007,46.9000,48.0500,Laugh.  Laugh at me.  But why did that happen the very night that she came here?,neu
7425,Ses04M_script01_2_M008,50.5100,52.2620,She goes to sleep in his bed and his memorial breaks in pieces.  Look.  Look at it.  Joe--,xxx
7426,Ses04M_script01_2_M009,55.2200,57.7400,Calm yourself.,xxx
7427,Ses04M_script01_2_M010,64.4400,66.2900,"Believe with me, Joe.  I can't stand all alone",xxx
7428,Ses04M_script01_2_M011,73.3600,76.3600,Calm yourself.,fru
7429,Ses04M_script01_2_M012,81.5200,84.1700,"Only last week, a man turned up in Detroit missing longer than Larry.",fru
7430,Ses04M_script01_2_M013,92.0700,94.1100,"Alright, alright.  Calm yourself.",fru
7431,Ses04M_script01_2_M014,110.0300,111.6000,"You, above all, have got to believe.  You.",fru
7432,Ses04M_script01_2_M015,113.6300,115.5000,Why me above all?,fru
7433,Ses04M_script01_2_M016,118.4400,120.8900,Just don't stop believing.,fru
7434,Ses04M_script01_2_M017,122.5500,124.4700,"What does that mean, me above all?  Look at you.  You're shaking.",fru
7435,Ses04M_script01_2_M018,124.6100,130.3200,I can't help it.,xxx
7436,Ses04M_script01_2_M019,132.4100,138.2511,"What have I got to hide?  What the hell is the matter with you, Kate?",ang
7437,Ses04M_script01_3_F000,5.8600,9.9000,You're the only one I know who loves his parents.,xxx
7438,Ses04M_script01_3_F001,11.6500,19.3900,"I know.  It went out of style, didn't it?",xxx
7439,Ses04M_script01_3_F002,22.2800,27.3097,"It's okay.  It's a good thing.  You know, it's lovely here and the air is sweet.",xxx
7440,Ses04M_script01_3_F003,28.0600,31.4100,So you're not sorry you came?,xxx
7441,Ses04M_script01_3_F004,31.5900,35.7127,"No, not sorry, but I'm not going to stay.",xxx
7442,Ses04M_script01_3_F005,35.9400,39.2000,Why?,xxx
7443,Ses04M_script01_3_F006,47.3500,50.5500,"In the first place, your mother as much as told me to go.",xxx
7444,Ses04M_script01_3_F007,51.1500,54.5500,You saw that and then you've been kind of--,xxx
7445,Ses04M_script01_3_F008,62.5700,64.9000,What?,xxx
7446,Ses04M_script01_3_F009,100.8300,104.0800,"Well, kind of embarrassed ever since I got here.",xxx
7447,Ses04M_script01_3_F010,106.0128,108.9400,The trouble is I planned on sneaking up on you over a period of a week or so.  But they take it for granted that we're all set.,xxx
7448,Ses04M_script01_3_F011,109.4900,111.7600,"I knew they would, your mother, anyway.",xxx
7449,Ses04M_script01_3_F012,112.8300,114.4500,How did you know?,hap
7450,Ses04M_script01_3_F013,115.3600,123.4100,"From her point of view, why else would I come?",hap
7451,Ses04M_script01_3_F014,133.3100,141.3504,Well wouldn't you want to?,hap
7452,Ses04M_script01_3_F015,144.3600,147.4800,I guess you know this is why I asked you to come.,xxx
7453,Ses04M_script01_3_F016,148.3100,155.5700,I guess this is why I came.,xxx
7454,Ses04M_script01_3_F017,161.6800,164.3800,"Ann, I love you.  I love you a great deal.  I love you.",xxx
7455,Ses04M_script01_3_F018,165.9592,170.2400,I have no imagination.  That's all I know to tell you.  I'm embarrassing you.,xxx
7456,Ses04M_script01_3_F019,174.5873,177.2600,I didn't want to tell it to you here.  I wanted someplace we'd never been; someplace where we'd be brand new to each other.,xxx
7457,Ses04M_script01_3_F020,181.0700,184.1000,"You think this is wrong, don't you; this yard, this chair?  I want you to be ready for me.  I don't want to win you away from anything.",xxx
7458,Ses04M_script01_3_F021,193.3439,195.3697,"Chris, I've been ready a long, long time.",xxx
7459,Ses04M_script01_3_F022,198.5208,201.2968,Then he's gone forever?  You're sure?,sad
7460,Ses04M_script01_3_F023,203.1725,205.4100,I almost got married two years ago.,sad
7461,Ses04M_script01_3_F024,321.8500,324.4600,Why didn't you?,xxx
7462,Ses04M_script01_3_F025,325.9162,333.1938,You started to write me.,xxx
7463,Ses04M_script01_3_F026,333.3300,341.6200,You felt something that far back?,xxx
7464,Ses04M_script01_3_F027,344.2400,346.8002,Every day since.,hap
7465,Ses04M_script01_3_M000,9.3800,12.2100,"Anne, why didn't you let me know?",xxx
7466,Ses04M_script01_3_M001,19.4319,22.7300,"I was waiting for you, Chris.  'Til then, you never wrote and when you did, what did you say?  You sure can be ambiguous, you know.",xxx
7467,Ses04M_script01_3_M002,26.9600,28.5800,"Anne, give me a kiss.  Give me a -",xxx
7468,Ses04M_script01_3_M003,35.1500,36.3500,"I kissed you.  I kissed Annie.  How long, how long I've waited to kiss you.",xxx
7469,Ses04M_script01_3_M004,39.4900,47.6900,I'll never forgive you.  Why did you wait all these years?  All I've done is sit around and wonder if I was crazy for thinking of you.,xxx
7470,Ses04M_script01_3_M005,50.0600,51.6900,"Anne, we're going to live now.  I'm going to make you so happy.",xxx
7471,Ses04M_script01_3_M006,54.6200,58.7300,Not like that you're not.,xxx
7472,Ses04M_script01_3_M007,59.8300,63.2000,I kissed you.,xxx
7473,Ses04M_script01_3_M008,64.5400,72.8300,"Like Larry's brother.  Do it like you, Chris.  What is it, Chris?",xxx
7474,Ses04M_script01_3_M009,73.2000,82.0042,Let's drive somewhere.  I want to be alone with you.,xxx
7475,Ses04M_script01_3_M010,82.0793,90.7073,"No, what is it, Chris?  Your mother?",xxx
7476,Ses04M_script01_3_M011,90.8642,101.3500,"No, no, nothing like that.",xxx
7477,Ses04M_script01_3_M012,103.1400,106.6500,"Then what's wrong.  Even in your letters, there was something ashamed.",xxx
7478,Ses04M_script01_3_M013,108.4100,110.0800,"Yes, I suppose there has been.  But it's going from me.",xxx
7479,Ses04M_script01_3_M014,111.2000,113.1200,You've got to tell me.,xxx
7480,Ses04M_script01_3_M015,113.9900,115.8100,I don't know where to start.,xxx
7481,Ses04M_script01_3_M016,122.8600,126.1400,It wouldn't work this way.,xxx
7482,Ses04M_script01_3_M017,127.5500,133.9000,"It's all mixed up with so many other things.  You remember overseas, I was in command of a company?",xxx
7483,Ses04M_script01_3_M018,141.0503,145.2518,"Yeah, sure.",xxx
7484,Ses04M_script01_3_M019,146.9500,148.8300,Well I lost them.,xxx
7485,Ses04M_script01_3_M020,158.1000,162.2900,How many?,xxx
7486,Ses04M_script01_3_M021,164.0000,166.5100,Just about all.,xxx
7487,Ses04M_script01_3_M022,169.8100,174.8874,"Oh, gees.",sad
7488,Ses04M_script01_3_M023,178.5700,181.6000,It takes a little time to toss that off because they weren't just men.,sad
7489,Ses04M_script01_3_M024,184.3400,193.6441,"For instance, one time it'd been raining several days.  And this kid came to me and gave me his last pair of dry socks; put them in my pocket.  That's only a little thing, but that's the kind of guys I had.",sad
7490,Ses04M_script01_3_M025,194.8445,198.8959,They didn't die.  They killed themselves for each other.  I mean that exactly.  A little more selfish and they'd have been here today.,sad
7491,Ses04M_script01_3_M026,200.7716,203.2475,"And I got this idea watching them go down, everything was being destroyed, see?  But, to me, it seemed there was one new thing that was made,",sad
7492,Ses04M_script01_3_M027,206.7200,212.4758,a kind of responsibility.  Man for man.  You understand me?  And then I went home and it was incredible.,sad
7493,Ses04M_script01_3_M028,212.5508,227.3600,"There was no meaning in it here.  The whole thing to them was some sort of bus accident.  Then I went to work for dad and that whole rat race again.  I felt, what you said, ashamed somehow",sad
7494,Ses04M_script01_3_M029,227.4800,236.6300,because nobody was changed.  It seemed to make suckers out of a lot of guys.  I felt wrong to be alive;,xxx
7495,Ses04M_script01_3_M030,239.0500,250.9300,"to open that bank book; to drive the new car; to see the new refrigerator.  I mean, you can take these things out of a war, but when you drive the new car, you have to know that it came out of the love a man can have for a man.",sad
7496,Ses04M_script01_3_M031,250.9900,262.5800,"You have to be a little better because of that.  Otherwise, we have is really loot and there's blood on it.  I don't want to take any of it.  I guess that included you.",sad
7497,Ses04M_script01_3_M032,262.9300,279.6400,And do you still feel that way?,sad
7498,Ses04M_script01_3_M033,279.7700,290.2700,"I want you now, Annie.",sad
7499,Ses04M_script01_3_M034,291.0600,305.6300,"Because you mustn't feel that way anymore, Chris.  Because you have a right to everything you have, everything, Chris; to me, too.",sad
7500,Ses04M_script01_3_M035,306.5600,321.9100,"And your money, there's nothing wrong in your money.  Your father put hundreds of planes in the air.  You should be proud.  A man should be paid for that.",sad
7501,Ses04M_script01_3_M036,324.0000,326.2800,"Annie, Annie, I'm going to make you a fortune.",xxx
7502,Ses04M_script01_3_M037,341.0400,344.6000,What'll I do with a fortune?,hap
7503,Ses04M_script02_1_F000,21.1400,22.9100,"What time is it?  They're supposed to run around midnight.  This is great, isn't it?  Look at this night we've got here; couldn't be better.",neu
7504,Ses04M_script02_1_F001,43.1400,44.6000,"Actually, I wanted to go a little farther up the coast, get away from the lights and the people, but I was afraid we'd miss it.  How you doing?",xxx
7505,Ses04M_script02_1_F002,46.6500,48.5800,Fine.,ang
7506,Ses04M_script02_1_F003,49.5200,52.2700,"Is that, is that - is that just foam?  I can't even tell.  Although, if you can't tell, it's probably isn't them.  It'll probably be unmistakable, don't you think?",ang
7507,Ses04M_script02_1_F004,52.8900,58.0000,"How you doing?  Oh, no, you know what I did?  I forgot to bring my flashlight.  How could I be so stupid?  I should have brought my flashlight.",ang
7508,Ses04M_script02_1_F005,72.6800,74.0500,What flashlight?,ang
7509,Ses04M_script02_1_F006,105.9200,107.5000,"The flashlight; the silver one.  There's only one, isn't there?",xxx
7510,Ses04M_script02_1_F007,108.1900,110.4921,It's not yours.,ang
7511,Ses04M_script02_1_F008,115.2100,117.3800,Whose is it?,ang
7512,Ses04M_script02_1_F009,117.5100,118.9223,"It's ours.  It's mine, too.",fru
7513,Ses04M_script02_1_F010,120.0700,121.8587,"Well, sure.",ang
7514,Ses04M_script02_1_F011,129.0100,131.7097,You kept saying my flashlight as if it's somehow just yours.  How is that supposed to make me feel?,fru
7515,Ses04M_script02_1_F012,132.7516,135.5500,"No, of course, our flashlight; yours and mine.  Me flashlight es su flashlight, naturally.  How could we not think to bring it?  I hope the moon stays out.",ang
7516,Ses04M_script02_1_F013,149.0700,156.2800,"I wonder, do they always run during a full moon? I can't remember if it was full last year.  Remember?",ang
7517,Ses04M_script02_1_F014,176.8200,179.0200,Yes.,neu
7518,Ses04M_script02_1_F015,179.0500,183.7200,"Are you cold?  Do you want my jacket?  We should have brought the blanket, our blanket.",fru
7519,Ses04M_script02_1_F016,200.8100,203.1767,"Oh, man.  This is great.  I didn't even think to bring a six pack.  Six pack would be just the ticket right about now.  I can't believe I forgot.  I'm like a kid.  It's amazing I got out of the house with my fly zipped.  Oh.",fru
7520,Ses04M_script02_1_F017,204.0766,205.5448,I wonder if they can hear me talk or feel the vibrations in the sand when we move around.,ang
7521,Ses04M_script02_1_F018,218.7400,228.8935,I'm cold.,ang
7522,Ses04M_script02_1_F019,230.9900,233.9600,You want my jacket?,fru
7523,Ses04M_script02_1_F020,309.3591,311.8692,It's after eleven; let's go home.,fru
7524,Ses04M_script02_1_F021,313.7000,315.4500,Are you kidding?  We'd miss it.  We just got here.  What's the point of coming down here if we just turn around and go home?,fru
7525,Ses04M_script02_1_M000,6.7900,15.2400,There is no point in coming down here.,xxx
7526,Ses04M_script02_1_M001,15.2900,21.5900,Right.,exc
7527,Ses04M_script02_1_M002,22.8751,34.9200,That's my point.,exc
7528,Ses04M_script02_1_M003,35.1100,43.5700,"That's my point, too.",exc
7529,Ses04M_script02_1_M004,44.2500,47.1400,So let's go home.,xxx
7530,Ses04M_script02_1_M005,48.3551,50.0000,"No, no, no.  That's not my point.  My point is is that there's no point in coming down here if we just leave.  Don't you want to see it?",neu
7531,Ses04M_script02_1_M006,51.8400,53.3280,Not particularly.,fru
7532,Ses04M_script02_1_M007,56.9600,68.4600,Why not?,xxx
7533,Ses04M_script02_1_M008,68.7200,73.4000,I just don't.  It's stupid.,exc
7534,Ses04M_script02_1_M009,73.7877,82.3600,"Honey, this is a natural phenomenon.  I mean, this only happens once a year.  It's a great opportunity.  Think about the people in Kansas.  They'd have to get plane tickets and hotel reservations to come see this.  We're just forty minutes away.  It's too good to pass up.",neu
7535,Ses04M_script02_1_M010,82.6482,99.1256,"Pass up what?  These little fish swim onto the beach, flop around and then they swim away.  And then they die.",xxx
7536,Ses04M_script02_1_M011,101.1500,106.5500,"Yeah, but that moment on the beach is the highlight of their little lives.  I mean, all that flopping around is laying eggs or what do you -- spawning or mating, something like that.",xxx
7537,Ses04M_script02_1_M012,106.8300,108.6900,There's mystery here and magic.,neu
7538,Ses04M_script02_1_M013,110.2000,115.5000,What are you so excited about?,fru
7539,Ses04M_script02_1_M014,117.1100,118.0100,"Oh, it's a big night for these guys.  Uh, life's last orgy.",neu
7540,Ses04M_script02_1_M015,118.5500,120.8200,This isn't a moon landing we're talking about.  It's fish.  It's fish nobody even eats.,neu
7541,Ses04M_script02_1_M016,121.6219,129.4000,"Yeah, they do. Okay.  But it's fish who do something none of the other fish do; like the swallows are returning to Capistrano; or the lemmings throwing themselves off the cliffs, like that.",fru
7542,Ses04M_script02_1_M017,130.9519,133.2200,There's mystery here and magic; a little bit of the unexplainable.  I don't see how you can not be interested.,xxx
7543,Ses04M_script02_1_M018,135.3091,149.4000,I'm just not.,exc
7544,Ses04M_script02_1_M019,155.7300,167.0880,For real?,fru
7545,Ses04M_script02_1_M020,167.6000,170.9900,Yes.,exc
7546,Ses04M_script02_1_M021,173.0554,177.2232,"I don't get it.  First time we came here to see it, you said it was the best night of your life.  And last year, I remember distinctly you were so excited to get here, you stubbed your toe rushing me out the door and didn't even notice until we were in the car.",exc
7547,Ses04M_script02_1_M022,183.1200,193.3300,"Last year, you will also remember, our shoes got wet.  I got sand in my panties.  We got into a big fight over nothing.  You got a sore throat and we did not see the grunions.",exc
7548,Ses04M_script02_1_M023,193.3900,201.3200,We weren't in a good spot.,exc
7549,Ses04M_script02_1_M024,202.4663,204.3134,We didn't see them the first time either.,sur
7550,Ses04M_script02_1_M025,205.8300,219.1500,We just weren't in a good spot.  This is a much better spot.  I've got good instincts for these things.  Look there.  What's that?  Is that -,xxx
7551,Ses04M_script02_1_M026,228.4199,231.5300,"no, it's just seaweed, isn't it?  Oh, man, this is great.  I wouldn't miss this for anything.  I mean, think about this.  I know you're not interested, but just think about this for a minute.",xxx
7552,Ses04M_script02_1_M027,233.5100,244.1910,Out there someplace is this huge mass of silver fish heading this way.  They don't know why.  We don't know why.  It wasn't a decision.  They didn't take a vote.  No one sent them an invitation or a map;,xxx
7553,Ses04M_script02_1_M028,244.3200,258.6359,"just some little instinctual time release firecracker went off in their little bodies and all as one, they turned and formed a line as long as the California coast and started swimming.",exc
7554,Ses04M_script02_1_M029,258.7307,271.7548,They're swimming right now as if that's the only thing that matters.  It's single mindedness with no mind.  Urgency that's pure urge.,exc
7555,Ses04M_script02_1_M030,271.7969,281.7952,"They don't know what drives them.  They don't give it a name or ask a question.  They just turn, as one, and start the swim that brings them here; to this place, where we stand, for a massive celebration of sex and death.  Oh, man, I'm giving myself goose bumps.  All my hairs are popping up.",exc
7556,Ses04M_script02_1_M031,281.8500,291.4900,That's the wind.,exc
7557,Ses04M_script02_1_M032,291.5700,309.6906,Well so what did you think?,exc
7558,Ses04M_script02_1_M033,311.3956,314.0951,About what?,exc
7559,Ses04M_script02_2_F000,5.9327,9.3542,"Look at this, goose bumps.",neu
7560,Ses04M_script02_2_F001,10.7400,13.1800,Well so what'd you think?,xxx
7561,Ses04M_script02_2_F002,13.7800,15.6600,About what?,xxx
7562,Ses04M_script02_2_F003,18.5900,25.9100,What I said.,xxx
7563,Ses04M_script02_2_F004,27.9100,41.0100,It's ridiculous.,xxx
7564,Ses04M_script02_2_F005,41.9500,45.1100,Certainly is not.  It's slightly exaggerated scientific fact.,xxx
7565,Ses04M_script02_2_F006,51.7000,58.1800,It's PR.  Somebody sold you a bill of goods that this wonderful event is going to take place on the beach.,ang
7566,Ses04M_script02_2_F007,58.7600,63.1633,I'm not the only one.  Look at these people.,ang
7567,Ses04M_script02_2_F008,71.9000,74.9100,Sure.  They're all told the same story.  It's what keeps us coming back for more; keeps us excited; keeps us thinking that life is going to start any minute now if we could just find the right spot; get in on the action.,xxx
7568,Ses04M_script02_2_F009,75.2900,78.7091,Are we talking about the same thing?,ang
7569,Ses04M_script02_2_F010,83.6400,87.2900,"Well, I'm sorry, but it's still just fish to me.",fru
7570,Ses04M_script02_2_F011,87.9700,102.9410,"Carla, can I ask you something?  Don't take this the wrong way, but are you having your period?",xxx
7571,Ses04M_script02_2_F012,104.1200,106.4300,"Goddamn it, Augie, don't ask me that.  I hate it when you ask me that.  You always ask me that.  It's insulting.",fru
7572,Ses04M_script02_2_F013,107.0200,114.8100,Well what's bugging you?,ang
7573,Ses04M_script02_2_F014,117.1200,119.6500,We just have different ideas about what this evening is supposed to look like.,xxx
7574,Ses04M_script02_2_F015,143.4900,146.2300,"There's nothing to it.  We come down here.  The grunions arrive.  They do their little fish business.  We go ooh, ah, look at the fish.  They go home.  We go home.",xxx
7575,Ses04M_script02_2_F016,146.8614,161.1154,"For heaven's sake, we are not going to see the grunions.",sad
7576,Ses04M_script02_2_F017,161.1600,178.8884,Why not?,xxx
7577,Ses04M_script02_2_F018,179.8200,184.0200,"We never do, do we?  Have we ever?",sad
7578,Ses04M_script02_2_F019,195.6200,200.9500,We've missed them twice.,sad
7579,Ses04M_script02_2_F020,206.0600,208.2600,That's not ever.,sad
7580,Ses04M_script02_2_F021,210.0500,212.3855,Twice is every time we've tried.  That's ever.,sad
7581,Ses04M_script02_2_F022,214.9800,216.5281,We'll see them this year.,fru
7582,Ses04M_script02_2_F023,217.4000,218.6300,"No, we won't.  It's pointless.  It's like waiting up to see Santa Claus.  I feel as though my entire life is going to be spent standing on the beach with my eyes wide open and my hands clasped expectantly waiting for the fish to show up.  And the fish won't show up.",fru
7583,Ses04M_script02_2_F024,219.3400,220.7152,I thought you wanted to see them.,fru
7584,Ses04M_script02_2_F025,221.4700,222.8600,You don't have any idea what I'm saying.,ang
7585,Ses04M_script02_2_F026,230.0100,233.0800,"No, of course, not.",ang
7586,Ses04M_script02_2_F027,259.9600,263.4200,"I did want to see it.  I always do.  I keep thinking this time will be the time, but it never is.",ang
7587,Ses04M_script02_2_F028,263.4500,267.8200,It's just fish; nothing to get traumatized over.,ang
7588,Ses04M_script02_2_F029,268.0800,271.7300,"For heaven's sake, this is not about fish.",ang
7589,Ses04M_script02_2_F030,272.1600,282.2500,"I've been trying to work this backwards, but I can't seem to pinpoint the moment when we took a turn for the worse.",xxx
7590,Ses04M_script02_2_F031,283.2800,296.7700,"You were fine during the phone call from Marge.  Dinner was okay.  Doing the dishes was no problem.  Let's see, I took a shower.  Uh, you watched the news.  You said the grunions are running tonight.  I said great, let's go.  I feel lucky tonight.",fru
7591,Ses04M_script02_2_F032,298.7400,300.4934,"Uh,okay.  So I'm putting on my jacket; putting out the animals;",sad
7592,Ses04M_script02_2_F033,303.5669,309.0400,Do you remember the first time we came to see it?,xxx
7593,Ses04M_script02_2_F034,309.8476,320.6718,"uh, taking the car out of the gara- out of the garage.",xxx
7594,Ses04M_script02_2_F035,324.2900,329.9900,Uh.,hap
7595,Ses04M_script02_2_F036,335.7722,346.1000,"It was about four years ago, right after we got married.  We thought I was pregnant and we had a bottle of champagne but no glasses.  You asked me to dance.  So we took off our shoes and you popped the cork.",hap
7596,Ses04M_script02_2_F037,352.9662,354.3916,"And while we were dancing, you said the softest, most intimate things to me, right into my ear so that I could feel them as much as hear them.  And I remember thinking this is it.  At last, at last I'm as happy as I'm supposed to be.",xxx
7597,Ses04M_script02_2_M000,8.9929,11.2696,"Wait a minute, I've got it.",neu
7598,Ses04M_script02_2_M001,12.3600,14.2500,Dancing barefoot in the sand; drinking champagne from the bottle.,neu
7599,Ses04M_script02_2_M002,15.2000,19.0900,"It was in the car, right?  Driving past the Knickerbocker Liquor Locker?  You said let's get some champagne and I said times a wasting or something like that.  Right?  That's it, right?  You want this to be like the other time.  That's it.  Of course.",fru
7600,Ses04M_script02_2_M003,25.2600,28.3500,I'd rather not remember some things.  I'd rather not hope for some things.,xxx
7601,Ses04M_script02_2_M004,40.0900,42.3300,Sure.  Okay.  Alright.  I've got it.  Listen do you want to dance?,xxx
7602,Ses04M_script02_2_M005,45.1230,52.1400,No.,fru
7603,Ses04M_script02_2_M006,57.5300,59.2600,You want to get some champagne?,ang
7604,Ses04M_script02_2_M007,62.6100,72.2600,No.,ang
7605,Ses04M_script02_2_M008,74.4400,75.6000,"What, you want me to breathe in your ear?",xxx
7606,Ses04M_script02_2_M009,78.2637,81.3600,No.,xxx
7607,Ses04M_script02_2_M010,81.8272,84.1200,You want to get married again?,xxx
7608,Ses04M_script02_2_M011,86.6900,88.7200,No.,fru
7609,Ses04M_script02_2_M012,102.4500,104.7300,"What, you want a divorce?",xxx
7610,Ses04M_script02_2_M013,105.8000,107.4600,No.,fru
7611,Ses04M_script02_2_M014,113.9700,117.9500,A vacation?,fru
7612,Ses04M_script02_2_M015,119.1700,124.5500,No.,fru
7613,Ses04M_script02_2_M016,124.6300,137.2200,"A new carpet?  A poodle?  An ice cream?  A back rub?  A suicide pact?  What?  What, Carla?  What the hell do you want?",fru
7614,Ses04M_script02_2_M017,137.2423,141.2000,I want something to turn out the way it's supposed to.,fru
7615,Ses04M_script02_2_M018,141.2000,144.8084,"Well welcome to the human race.  You think this is what I had in mind?  You think that when I proposed, I had this great fantasy going that four years down the line, we'd come to the beach and yell at each other over fish?  No.",fru
7616,Ses04M_script02_2_M019,145.4700,147.1286,"No, I'm just like you.  I thought it was going to be all peaches and roses and wind in our hair and sand in our toes and the fish will always come and the bills will always pay themselves.",fru
7617,Ses04M_script02_2_M020,178.4430,180.8000,"And we'll have three fat rosy kids and ha, ha, ha, baby, the joke's on us, 'cause you know what you get, Carla?  You know what you get?  This.",neu
7618,Ses04M_script02_2_M021,183.1800,196.1800,This what?  What is this?  This isn't even anything.,neu
7619,Ses04M_script02_2_M022,200.0200,206.6400,"Yes, it is.",xxx
7620,Ses04M_script02_2_M023,207.4900,210.6400,"Oh, right, sure.  This is standing on the beach.   This is waiting.  This is fighting.",xxx
7621,Ses04M_script02_2_M024,212.3800,215.3100,Right.,fru
7622,Ses04M_script02_2_M025,215.8200,218.0600,But this isn't anything like I thought anything would be like.,fru
7623,Ses04M_script02_2_M026,218.2300,220.0300,"No, I know, me neither.",fru
7624,Ses04M_script02_2_M027,220.3500,221.8700,"This is just this.  I mean, it includes a lot and everything, but it's just not, you know, something else.  Do you have any idea what I'm trying to say?",fru
7625,Ses04M_script02_2_M028,222.3800,230.7700,I'm doing the best I can.,xxx
7626,Ses04M_script02_2_M029,232.1900,243.7403,"I know you are, Augie.  Really, I do.  I know you meant for this to be special and nice and it's the full moon and the sand and everything.  But I just couldn't help thinking about being somewhere else.",ang
7627,Ses04M_script02_2_M030,243.7600,252.3900,"Maybe if you were with somebody else, too, huh?",xxx
7628,Ses04M_script02_2_M031,252.4100,260.3500,I didn't say that.,ang
7629,Ses04M_script02_2_M032,262.6200,264.2600,"No, I know.  But still.  I know I don't make you happy.",fru
7630,Ses04M_script02_2_M033,267.3100,268.5800,"For heaven's sake, whatever I'm doing, I'd rather be doing it with you.",fru
7631,Ses04M_script02_2_M034,271.0000,272.9500,Yeah?,ang
7632,Ses04M_script02_2_M035,281.4400,283.7200,Well don't be ridiculous.  Don't you know that?  You're the one who probably wishes you were with somebody else; somebody who knew how to enjoy herself and didn't take everything so hard.,fru
7633,Ses04M_script02_2_M036,296.3508,299.0600,"Actually, now that you mention it, no.  I don't.",xxx
7634,Ses04M_script02_2_M037,300.1816,304.1460,"Okay, fine.  So we're in the wrong spot, but we're with the right person.",sad
7635,Ses04M_script02_2_M038,308.3331,310.3000,"I don't know.  It seemed like a good spot to me.  I mean, look at the view you've got of the moon from here.",sur
7636,Ses04M_script02_2_M039,320.0036,324.8300,"Yeah, I noticed that.  Looks pretty on the water, doesn't it?  Big ol' white moon.  I'm sorry, Augie.",hap
7637,Ses04M_script02_2_M040,329.5100,336.3000,"Shh.  If we're very quiet, the fish might come.",hap
7638,Ses04M_script02_2_M041,346.6600,353.3225,Or not.,hap
7639,Ses04M_script02_2_M042,354.1688,355.6388,Or not.,xxx
7640,Ses04M_script03_1_F000,8.8800,10.2100,Good God.,xxx
7641,Ses04M_script03_1_F001,10.5800,13.5400,Do you think it's them?,fea
7642,Ses04M_script03_1_F002,14.2900,16.2800,I wonder.,fea
7643,Ses04M_script03_1_F003,18.5500,21.4700,"Nobody knows we're here, except Freda and she wouldn't ring up.",xxx
7644,Ses04M_script03_1_F004,22.3900,25.2600,"It must be them, then.",xxx
7645,Ses04M_script03_1_F005,28.5700,31.8200,What are we to do?,exc
7646,Ses04M_script03_1_F006,33.5400,35.3900,"We'll be alright, darling.  Whatever happens, aren't we?",exc
7647,Ses04M_script03_1_F007,37.1200,40.0400,Now and always sweet.,exc
7648,Ses04M_script03_1_F008,43.7500,47.0000,"I don't care, then.",exc
7649,Ses04M_script03_1_F009,47.9500,50.9500,It was bound to come sooner or later.,exc
7650,Ses04M_script03_1_F010,53.6700,56.3700,"Hello, hello.  What?  Wrong number.",xxx
7651,Ses04M_script03_1_F011,63.8200,66.9514,"Oh, it sent shivers up my spine.",xxx
7652,Ses04M_script03_1_F012,69.4200,70.7400,What shall we do if they suddenly walk in on us?,exc
7653,Ses04M_script03_1_F013,83.8900,87.4200,Behave exquisitely.,neu
7654,Ses04M_script03_1_F014,90.2854,95.4400,With the mo- with the most perfect poise?,exc
7655,Ses04M_script03_1_F015,96.9400,100.1596,Certainly.  I shall probably do a court curtsey.,exc
7656,Ses04M_script03_1_F016,102.7400,105.4400,"Ah.  Things that ought to matter dreadfully don't matter when one's happy, do they?",xxx
7657,Ses04M_script03_1_F017,107.4900,111.3400,But what's so horrible is that one can't stay happy.,exc
7658,Ses04M_script03_1_F018,113.0000,115.2800,"Don't say that, darling.",exc
7659,Ses04M_script03_1_F019,121.5800,124.4200,It's true.  The whole business is a very poor joke.,xxx
7660,Ses04M_script03_1_F020,147.0951,149.5837,"Meaning that sacred and beautiful thing, love?",xxx
7661,Ses04M_script03_1_F021,162.9098,171.5798,"Yes, meaning just that.",exc
