,Unnamed: 0,file_ids,start_times,stop_times,texts,labels
7370,7370,Ses04M_script01_1_M019,144.08,147.03,"Alright, then, mom.  Did we skip something?  No.  Alright, then, mom.",fru
7902,7902,Ses05F_impro02_F038,335.2658,343.4,"I don't know, I'm just--I'm trying to think of something.",sad
8051,8051,Ses05F_impro03_M045,201.78,206.71,"Two artists, though.  We're bound to be poor forever.",exc
1422,1422,Ses01M_script01_3_F024,285.51,288.34,"I've been ready a long, long time.",sad
6782,6782,Ses04F_script03_2_M011,61.72,65.23,"On, the contrary.  A child of two could get violently drunk on only one glass of brandy.",xxx
9429,9429,Ses05M_script01_1_F004,36.96,39.18,When?,sad
8103,8103,Ses05F_impro04_F028,302.78,308.04,Three years of going out every day--every day--and looking for a job and being constantly denied everywhere I go.,fru
9336,9336,Ses05M_impro07_M017,66.11,71.1,Really?,exc
7983,7983,Ses05F_impro03_F038,180.11,185.5389,"What a guy.  I can't believe it.  So okay, so do you know any details?  When's it going to be?  Anything?",xxx
6339,6339,Ses04F_script01_1_M012,104.31,106.2,The trouble is you don't see enough women.  You never did.,ang
9149,9149,Ses05M_impro04_F035,245.78,253.99,I don't know.  I'm I'm just trying --,neu
874,874,Ses01M_impro01_F013,69.45,70.84,Fine.  So I need ID.,xxx
2297,2297,Ses02F_script01_2_F013,90.03,97.25,"Now, listen Kate.",ang
2643,2643,Ses02F_script03_2_F027,149.7,152.06,Don't be so stupid.,xxx
7496,7496,Ses04M_script01_3_M031,250.99,262.58,"You have to be a little better because of that.  Otherwise, we have is really loot and there's blood on it.  I don't want to take any of it.  I guess that included you.",sad
1719,1719,Ses01M_script03_1_M029,174.5256,177.9,But you know it wasn't as bad as the one we had in Cannes...mmhmm...where your curling irons burnt a hole in my dressing gown.,exc
5347,5347,Ses03M_script01_3_M011,108.2968,113.7924,"Nothing.  Hey, let's drive somewhere.  I want to be alone with you.",xxx
5932,5932,Ses04F_impro04_F015,134.9,140.81,"You know- You need to just- you need, I mean it takes time to get a good job.  I mean-",ang
840,840,Ses01F_script03_2_M020,132.31,137.4,There are no people upstairs; it's a photographer's studio.,ang
9922,9922,Ses05M_script03_2_F028,169.44,172.32,Don't be stupid.,ang
581,581,Ses01F_script02_1_M016,94.64,100.4,"Pass what up?  I mean these fish swim out of the ocean, they flop around on the beach, they swim away and then they die.",exc
204,204,Ses01F_impro05_F013,82.75,86.06,No G.,xxx
1641,1641,Ses01M_script02_2_M048,479.882,484.1975,"Are you cold, huh?  Do you want to go home?",xxx
2014,2014,Ses02F_impro05_F022,274.01,276.5639,I didn't sign anything.,fru
3253,3253,Ses02M_script01_3_F007,59.9223,63.416,"For one thing, your mother as much as told me to go.",hap
7505,7505,Ses04M_script02_1_F002,46.65,48.58,Fine.,ang
905,905,Ses01M_impro01_M013,66.8475,70.04,Do you know how long I've been working here? How long have you lived in California?,fru
631,631,Ses01F_script02_2_F021,209.29,211.95,Twice is every time we have tried; that's ever.,fru
8406,8406,Ses05F_impro08_F007,48.73,61.77,"This is ridiculous.  I- I seriously, I don't understand why you think these automated systems are supposed to like work for anybody.  They have never, ever work for me.",neu
7824,7824,Ses05F_impro01_F009,74.06,76.68,"Simply step to line two A, ma'am, I'm sorry.",fru
1974,1974,Ses02F_impro04_M003,45.8486,49.25,... and there's no reason that--that something won't come up like really soon.  All right?  So you just gotta--,neu
162,162,Ses01F_impro04_M008,55.21,56.33,"Well, sometimes you have to do things that you don't necessarily like to do to have a job. But the job affords you money, you won't have to be taking the bus right now.",neu
4998,4998,Ses03M_impro05b_M028,197.23,203.47,Uh--,fru
1243,1243,Ses01M_impro07_F034,195.17,205.4775,"Yeah, but no. Well, they have a night games but you know there's more like night games they're not like morning games, you know. I guess it's kind of same thing.",hap
9436,9436,Ses05M_script01_1_F011,102.37,104.41,I could hear him right through the floor in my room.,xxx
7729,7729,Ses04M_script03_2_F024,139.78,141.2266,What about me?,neu
4713,4713,Ses03M_impro02_M032,220.1672,222.5325,What am I going to do?,sur
875,875,Ses01M_impro01_F014,71.365,74.46,"I have it right here, yes.",xxx
1431,1431,Ses01M_script01_3_M002,38.46,41.3299,"Oh Annie, why don't you go ahead and give me a kiss, come on just a...",sad
8724,8724,Ses05F_script02_2_F016,197.7213,203.7028,Why not?,sad
6868,6868,Ses04M_impro02_F004,45.18,48,There's nothing I --,xxx
4643,4643,Ses03M_impro02_F000,5.8897,8.6953,Hey sweetie.,hap
5080,5080,Ses03M_impro08a_F024,180.0104,183.8753,"You sign the contract and then down the line the phone doesn't work and you're stuck, you can't go to a new...no.  No contracts for me.  You give me a new phone.",fru
5783,5783,Ses04F_impro02_F022,263.39,266.033,It's just not going to work out without you here.,ang
9124,9124,Ses05M_impro04_F010,111.73,114.51,Right.,neu
7581,7581,Ses04M_script02_2_F022,214.98,216.5281,We'll see them this year.,fru
9788,9788,Ses05M_script02_2_M002,12.63,17.92,[LAUGHTER] No.,fru
9532,9532,Ses05M_script01_1b_F027,268.17,278.65,Why?,fru
9423,9423,Ses05M_impro08_M027,217.96,221.09,Okay.  Thanks.,neu
2856,2856,Ses02M_impro04_F005,54.751,61.4736,"Well, yea you know, I get my resumes and I mean I-",neu
1861,1861,Ses02F_impro01_M018,158.9194,164.5611,"But, without your drive--where-where- what about your identification without your driver's license?  I mean, you need--you needed something before then?",fru
2659,2659,Ses02F_script03_2_F043,241.08,251.95,Nonsense.  They have a little bag of venom behind their fangs and they snap.,ang
3384,3384,Ses02M_script02_2_F003,22.73,34.99,It's ridiculous.,xxx
9550,9550,Ses05M_script01_1b_M006,63.97,69.21,Have you asked Annie yet?,xxx
9761,9761,Ses05M_script02_2_F014,183.24,193.33,"It's not that complicated.  We come down here, the grunions arrive, they do their little fish thing.  We say ooh, awe, look at the little fish.  And then they go home and we go home.",sad
8055,8055,Ses05F_impro03_M049,213.96,217.89,yeah.,hap
8333,8333,Ses05F_impro07_F011,49.76,52.88,Are you going to live on campus?  Where are you going to live?,exc
7462,7462,Ses04M_script01_3_F025,325.9162,333.1938,You started to write me.,xxx
6886,6886,Ses04M_impro02_F022,245.85,249.41,Explain the situation to them and then you can stay here.,fru
4733,4733,Ses03M_impro03_F014,89.105,92.6173,"Yeah.  It sounds like a chick flick. Anyways so, she gets the ring and she goes,",xxx
3331,3331,Ses02M_script02_1_F018,214.72,224.97,Yea.,ang
8992,8992,Ses05M_impro02_F002,22.25,24.19,What?,fea
8621,8621,Ses05F_script01_3_M009,94.3104,109.8564,"Like Larry's brother.  Do it like you, Chris.  Chris, what's the matter?",exc
6404,6404,Ses04F_script01_2_M009,71.01,72.56,"Believe with me, Joe.  I can't stand alone.",fru
8332,8332,Ses05F_impro07_F010,47.74,49.74,I'll stay in town.,xxx
9450,9450,Ses05M_script01_1_F025,219.09,225.5,how are you gonna prove it?  Can you prove it?,neu
7060,7060,Ses04M_impro05_F027,203.01,206.07,I'm very sorry.  I understand you're frustrated. You just got off of a flight.,fru
2096,2096,Ses02F_impro07_F024,146.47,148.65,"...like, they feel like--I feel like it's going to be so like accomplished.  Do you know what I mean?",exc
2003,2003,Ses02F_impro05_F011,130.42,132.35,"Fifty dollars?  For my suitcase?  I mean, the suitcase itself was like a hundred and fifty dollar just for the suitcase, but all the things inside, all my clothes, all my personal belongings, the sentimental value, not to mention, which is more-more than all of that together.",fru
8999,8999,Ses05M_impro02_F009,79.28,83.59,No.,fru
8740,8740,Ses05F_script02_2_F032,358.2843,374.7917,"Wait a minute, I got it.",sad
4676,4676,Ses03M_impro02_F033,228.0069,232.6828,I'm sick of being strong-- --for us.,sad
5017,5017,Ses03M_impro07_F012,86.77,88.37,Yeah.,hap
7469,7469,Ses04M_script01_3_M004,39.49,47.69,I'll never forgive you.  Why did you wait all these years?  All I've done is sit around and wonder if I was crazy for thinking of you.,xxx
546,546,Ses01F_script02_1_F007,57.75,59.57,Oh no.  you know what I forgot?,ang
1449,1449,Ses01M_script01_3_M020,228.28,232.23,How many?,sad
3986,3986,Ses03F_impro08_F004,37.44,41.09,I [GARBAGE],neu
6900,6900,Ses04M_impro02_M004,38.88,45.5497,We don't have a choice.  I have to do this.,fru
2610,2610,Ses02F_script03_1_M029,183.49,189.02,"The manager came in and found us rolling around on the floor, biting and scratching like panthers.",neu
1900,1900,Ses02F_impro03_F005,34.5699,38.8951,No.  Let me see.,xxx
3920,3920,Ses03F_impro07_F010,61.4409,67.6047,"Oh, really?",xxx
2757,2757,Ses02M_impro02_F001,15.5524,23.3599,"I know, I know. I don't want to go either baby. I love you know. And I'm going to miss you a lot.",sad
6124,6124,Ses04F_impro07_F067,329.03,331.4,"Well, that's really cool that you're going to be staying in the same city and everything. so umm",xxx
6397,6397,Ses04F_script01_2_M002,20.4,27.037,What do you want me to do?,xxx
1885,1885,Ses02F_impro02_M003,49.5424,63.7247,You can just remember it for me.,fru
9808,9808,Ses05M_script02_2_M022,246.95,248.12,But I just couldn't help thinking about being somewhere else.,fru
5738,5738,Ses04F_impro01_M003,37.9,42.94,I have been waiting for over an hour.,fru
8653,8653,Ses05F_script02_1_F000,22.96,24.8051,"What time is it?  Isn't it supposed to start running around midnight?  This is great, isn't it?  Look at this great night we got here.  Couldn't be better--",neu
5890,5890,Ses04F_impro03_M024,140.48,142.93,I'm thrilled.  God.,xxx
2097,2097,Ses02F_impro07_F025,148.67,156.3102,Like it has some prestige. so,exc
9275,9275,Ses05M_impro07_F003,11.35,13.6,"Oh, for real?",exc
5692,5692,Ses03M_script03_2_M027,174.1207,177.6979,They are away in Tunis.,xxx
499,499,Ses01F_script01_3_F035,459.57,463.06,Give me a...,hap
5624,5624,Ses03M_script03_2_F005,43.3641,44.9641,Not at all.  It was very pretty.  I still have it and I wear it often.,xxx
836,836,Ses01F_script03_2_M016,111.98,115.33,"Not very funny, darling.  Why don't you have some more brandy.",neu
3471,3471,Ses02M_script02_2_M043,381.05,382.94,"Shh, if we're very quiet the fish might come.",xxx
4697,4697,Ses03M_impro02_M016,110.0538,113.2175,And this isn't the first time you know?  I mean you always...sending you off to different places and...,sad
6280,6280,Ses04F_impro08_M030,238.81,243.21,Yes.,fru
8869,8869,Ses05F_script03_2_F012,75.78,78.16,What of it?,neu
2171,2171,Ses02F_impro08_F025,193.5359,199.2729,Okay.,neu
9217,9217,Ses05M_impro05_M000,4.73,10.29,"No, you have to buy it now.  It's like thirty dollar extra.",neu
5678,5678,Ses03M_script03_2_M013,84.7575,91.4828,I'm not in the least bit drunk.,xxx
9170,9170,Ses05M_impro04_M017,123.29,128.06,"Well, not off the top of head.  It will just take you know take a minute.  But do you have any, like, special skills?",fru
398,398,Ses01F_script01_1_M011,108.1897,118.47,Oh that's a great reason.  It's no reason at all.,fru
2010,2010,Ses02F_impro05_F018,225.49,227.94,Haven't you ever lost baggage?  I mean isn't there anything else you do?,fru
5166,5166,Ses03M_impro08b_M021,198.82,201.91,Okay.,neu
5871,5871,Ses04F_impro03_M005,29.03,30.77,but bridesmaids aren't wearing brown and I'm not wearing brown.,exc
9777,9777,Ses05M_script02_2_F030,356.84,358.42,Wait a minute.  I've got it.,sad
1283,1283,Ses01M_script01_1_F005,47.3034,50.417,I was out here at four this morning I heard a crack and I looked out the window and he was standing right over there.,sad
8376,8376,Ses05F_impro07_M014,56.79,60.95,You're a wild and crazy woman.,exc
2448,2448,Ses02F_script02_1_M036,225.14,233.26,"all as one, this time release instinctual little firecracker went off and they all turned and formed a line as long as the California coast and started swimming.  And they're swimming right now as if that's all that matters.",exc
4256,4256,Ses03F_script01_3_M032,268.16,274.7232,"Everything was being destroyed, see, but there was one new thing that was being created. A kind of responsibility, man for man. You understand me?",sad
1836,1836,Ses02F_impro01_F017,145.7064,150.8614,I have my passport and I have my driver's license. And that's all I have.,fru
9582,9582,Ses05M_script01_1b_M038,350.43,354.15,"Well, I am thinking like that.",xxx
1019,1019,Ses01M_impro03_M018,115.84,117.89,I'll make her pay for that.  I hear she's like totally wealthy. She's like royalty- --or something like and- --whatever like removed or something but yeah.,neu
5066,5066,Ses03M_impro08a_F010,94.6884,99.756,Olivia. Um. Okay.  So how long has this problem been?,fru
1326,1326,Ses01M_script01_1_M004,41.61,46.58,You're a considerate fellow.  There's nothing wrong in that.,sad
7529,7529,Ses04M_script02_1_M004,44.25,47.14,So let's go home.,xxx
475,475,Ses01F_script01_3_F011,98.9525,101.725,Sort of embarrassed ever since I got here.,hap
2810,2810,Ses02M_impro03_F020,135.37,137.95,So what did you do?,exc
8618,8618,Ses05F_script01_3_M006,60.041,62.42,"Oh Annie, we're going to live now.  I'm going to make you so happy.",neu
1651,1651,Ses01M_script03_1_F003,23.77,26.608,Freda is the only one who knows we are here. She wouldn't ring up.,hap
9597,9597,Ses05M_script01_2_F011,98.51,105.2,Now listen.,fru
1169,1169,Ses01M_impro06_F020,178.3706,181.43,how was sick?,neu
2528,2528,Ses02F_script02_2_M025,213.99,215.86,"I know that you meant this to be special and nice and the sand and the moon and all, but I just couldn't help thinking about being somewhere else.",fru
1206,1206,Ses01M_impro06_M028,217.5175,221.8768,Yeah.,sad
6256,6256,Ses04F_impro08_M006,64.8681,67.2,"Okay, sir.  They- they have to-",xxx
9362,9362,Ses05M_impro07_M043,187.56,192.39,I had to tell you right away.  I knew you'd be excited.,exc
5469,5469,Ses03M_script02_2_F018,173.8212,177.5573,Okay.  Twice is as many times as we've tried and that's ever.,sad
9369,9369,Ses05M_impro08_F002,35.21,36.19,This happens every two weeks?,fru
431,431,Ses01F_script01_2_F000,6.78,10.59,Why did he invite her here?,xxx
7665,7665,Ses04M_script03_1_F025,191.06,193.6,Who's they?,exc
867,867,Ses01M_impro01_F006,36.15,38.6,"Yes, Jones.",xxx
2974,2974,Ses02M_impro06_M003,41.14,49.11,so loving everybody you know.,sad
5236,5236,Ses03M_script01_1_M021,170.3619,173.6137,No I don't want a diagram.,neu
5093,5093,Ses03M_impro08a_M001,17.6481,20.8228,This is ridiculous.Well what are we supposed to do?  We starve then because I can't use my phone cause,neu
5433,5433,Ses03M_script02_1_M027,216.3952,231.0393,"You also could remember that I got sand in my panties, we got in an argument over nothing, you got a sore throat and we didn't even get to see the Grunions.",exc
541,541,Ses01F_script02_1_F002,38.99,40.05,Fine.,xxx
5195,5195,Ses03M_script01_1_F027,230.0377,235.1352,How are you going to prove it?  Can you prove it?,xxx
1132,1132,Ses01M_impro05_M015,105.39,107.46,That's too bad.,neu
9822,9822,Ses05M_script02_2_M036,412.35,416.02,"Well, then we don't need glasses.",hap
4501,4501,Ses03F_script03_2_F003,35.07,40.52,Presents? It was only a small trivial little broach.,xxx
6354,6354,Ses04F_script01_1_M027,214.18,220.13,Are you crazy?,fru
9319,9319,Ses05M_impro07_M000,4.12,6.47,"So when do you know, like, where you're gonna live? and-",exc
3390,3390,Ses02M_script02_2_F009,75.61,78.99,I'm sorry but it's still just fish to me.,fru
3888,3888,Ses03F_impro06_F030,198.0302,200.8115,"You guys were pretty close, weren't you?",sad
2962,2962,Ses02M_impro06_F010,156.5503,158.1019,"Yes. I mean, it's not as rough on me as it is on him but",sad
4155,4155,Ses03F_script01_2_F008,55.4106,59.7302,It's got that about it.,xxx
3259,3259,Ses02M_script01_3_F013,129.5846,131.7814,"I knew they would, your mother anyway.",hap
6302,6302,Ses04F_script01_1_F020,153.5733,156.62,You know that Larry's not coming back and I know it.  Why do we allow him to go on thinking that we believe with him?,xxx
6034,6034,Ses04F_impro06_F003,111.44,113.39,"You know it's just, I just, you know, I mean it just happened.  I just, like- I just keep expecting him to walk in, you know.",sad
7883,7883,Ses05F_impro02_F019,145.0128,148.8,Nobody's even here.  Your parents live on the other side of the country.,xxx
9921,9921,Ses05M_script03_2_F027,161.75,166.29,You needn't be so grand simply because you don't happen to want me at the moment.,xxx
2583,2583,Ses02F_script03_1_M002,12.22,14.06,"No, that desire will fade.  Along with our passion.",xxx
2813,2813,Ses02M_impro03_F023,152.6886,157.9201,"Oh, You did not.",exc
3959,3959,Ses03F_impro07_M013,72.0606,76.4727,"There's so much culture here, you know? It's just like-- --all great restaurants and-",exc
2947,2947,Ses02M_impro05_M024,196.4177,204.0663,I'm sorry. I don't- I-,fru
6643,6643,Ses04F_script02_2_M036,314.7,316.3,somebody who knew how to enjoy herself and didn't take everything so hard.,xxx
5174,5174,Ses03M_script01_1_F006,51.5374,54.8596,Well what was he doing out at four in the morning?,xxx
6841,6841,Ses04M_impro01_M002,23.4594,34.48,"Can I pay you money?  Can I give you, like, twenty bucks and you'll go back there and get the form?",fru
8284,8284,Ses05F_impro06_F018,143.27,144.78,Yeah?  What'd he do?  What did they do?  How'd you know him?,sad
3586,3586,Ses02M_script03_2_M004,27.8413,31.3147,I don't care. Do you understand? I don't care. I don't care if they bark or roll about like hoops.,xxx
9214,9214,Ses05M_impro05_F019,122.57,125.37,"I mean, it's not big or anything like that.  I mean, it's not worth a lot of money or anything.",neu
7953,7953,Ses05F_impro03_F008,26.06,30.77,He asked you?,exc
2563,2563,Ses02F_script03_1_F013,81.78,84.79,Behave exquisitely.,neu
2630,2630,Ses02F_script03_2_F014,83.41,84.55,"Well, what about me?",ang
3190,3190,Ses02M_script01_1_M027,210.19,215.67,"I'll get out. I'll get married and go live some place else, maybe New York.",neu
7743,7743,Ses04M_script03_2_F038,243.9,246.62,"Oh, don't be so stupid.",xxx
7610,7610,Ses04M_script02_2_M013,105.8,107.46,No.,fru
5036,5036,Ses03M_impro07_M007,27.9125,28.4975,This is so exciting.  This is like a new chapter in our lives.,exc
1080,1080,Ses01M_impro05_F001,7.23,9.88,"Yes, please help me.  Where is my bag?",neu
4283,4283,Ses03F_script02_1_F012,179.0875,185.6825,"No, of course. Yours and mine. Our flashlight. Yours and mine. Mi flashlight is su flashlight. Naturally.",ang
7961,7961,Ses05F_impro03_F016,69.55,74.31,Oh my gosh.,xxx
7085,7085,Ses04M_impro05_M009,75.35,77.84,but I need to speak to somebody who can make the three check thing happen.,ang
2085,2085,Ses02F_impro07_F013,71.2,74.5,"I know.  I know. And we'll all get to hang out.  And I'm--even though we'll be at like at different parts of the city, we can still, like...",exc
6345,6345,Ses04F_script01_1_M018,146.26,148.93,"These years when I think of someone for my wife, I think of Annie.  What do you want, a diagram?",fru
2452,2452,Ses02F_script02_1_M040,261.74,271.7,That's the wind.,exc
4966,4966,Ses03M_impro05b_F028,212.48,215.76,Sir I understand that but just--,neu
2023,2023,Ses02F_impro05_M008,101.6919,109.68,probably even talk to--,neu
8036,8036,Ses05F_impro03_M030,129.12,131.42,Who else have you told?,hap
8973,8973,Ses05M_impro01_M006,51.95,52.96,"Come on!  You know -- you can't just take -- make a little exception to the rule?  I know that you guys make exceptions.  I see -- you know, if I was-if I was your friend and you knew me, or something like that, you'd probably make a little exception for me wouldn't you?",xxx
8704,8704,Ses05F_script02_1_M031,254.76,270.4256,It's just some little instinctual time-release firecracker that went off inside them and all this one they turn around and form a line as long as the California coast and just started swimming.,exc
7321,7321,Ses04M_script01_1_F014,121.84,129.18,He's getting just like after he died.  What's the meaning in that?,xxx
226,226,Ses01F_impro05_M004,12.26,13.78,Yes.,neu
1013,1013,Ses01M_impro03_M012,80.76,82.48,How exciting. You should have a wedding on the beach.,exc
6679,6679,Ses04F_script03_1_F021,148.12,155.4881,"Yes, meaning just that.",exc
1929,1929,Ses02F_impro03_M003,20.6584,23.29,Okay. You know--you know where?  Or--,xxx
1043,1043,Ses01M_impro04_F016,138.5,139.99,...has anyone ever just said anything like that to you before?,neu
5251,5251,Ses03M_script01_1_M036,318.8396,329.8432,Tell me something.  You can leave this business?,sad
1404,1404,Ses01M_script01_3_F006,53.77,59.22,Why not?,sad
2179,2179,Ses02F_impro08_M005,55.8649,61.445,"Okay, I can do um- a win- -two like a window and a aisle and a window and an aisle next to each other so that each of you can sit two by two. And switch around maybe?",neu
697,697,Ses01F_script02_2_M039,384.0157,385.6925,And look what I got here.,sur
1124,1124,Ses01M_impro05_M007,37.715,41.47,They do as matter of fact.  We don't like to publicize it because,ang
7378,7378,Ses04M_script01_1_M027,207.3672,219.45,Are you crazy?,xxx
3895,3895,Ses03F_impro06_M001,15.9759,19.0242,They talked about getting married and--,neu
8203,8203,Ses05F_impro05_F037,324.79,326.83,Uh- Not lose the baggage in the first place. I mean You're offering a service here. I paid so much money for that ticket.,fru
5110,5110,Ses03M_impro08a_M018,165.8131,170.0329,A law firm.  Thank you very much.,neu
1778,1778,Ses01M_script03_2_M003,17.1948,22.5087,"Adders don't snap, they sting.",xxx
7751,7751,Ses04M_script03_2_F046,279.12,284.3,"As a matter of fact, that's perfectly true.",ang
2634,2634,Ses02F_script03_2_F018,105.61,107.71,"Me, too.  Bored stiff.  You want some brandy?",ang
7187,7187,Ses04M_impro07_F024,186.29,191.58,"So -- and like the geology just is awesome.  It rocks, no pun intended. [LAUGHTER]",xxx
7544,7544,Ses04M_script02_1_M019,155.73,167.088,For real?,fru
7604,7604,Ses04M_script02_2_M007,62.61,72.26,No.,ang
3489,3489,Ses02M_script03_1_F014,87.6921,91.4166,With the most perfect poise.,xxx
8685,8685,Ses05F_script02_1_M012,108.9423,110.8723,"Think about people in Kansas, they have to get a- a plane reservation and a hotel reservation just to see this uh- but we are just forty minutes away.  Too good to pass up.",exc
1037,1037,Ses01M_impro04_F010,95.19,103.235,"I mean I've been sending out my resumes and doing everything I can do but nothing is happening.  You know, it's like I can't and I can't keep living on loans anymore like this.  I'm going to--I mean eventually I'm going to have to pay it back. I'm just kind of freaking out, I don't know.",neu
6093,6093,Ses04F_impro07_F036,181.07,182.12,"Seriously, what's your major?",exc
2256,2256,Ses02F_script01_1_M017,139.31,141.78,"I can't help it.  I know her best.  I mean, I grew up next door to her.",neu
9198,9198,Ses05M_impro05_F003,22.44,26.74,How long ago was that?,neu
2613,2613,Ses02F_script03_1_M032,202.74,205.36,We were very much younger then.,exc
313,313,Ses01F_impro07_F008,73.505,80.78,"Oh- I know, I know, I know, I know.",xxx
2649,2649,Ses02F_script03_2_F033,191.03,192.97,That reply has broken my heart.,xxx
2281,2281,Ses02F_script01_1_M042,335.16,338.97,"I don't understand you, do I?",fru
6741,6741,Ses04F_script03_2_F015,86.09,89.44,"If you hadn't been so nosey, you never would have known a thing about it.",fru
2979,2979,Ses02M_impro06_M008,110.6,117.5764,Even if you still do she'll- she'll be there.,sad
2547,2547,Ses02F_script02_2_M044,388.88,392.08,Shh.  If we're very quiet the fish might come.,xxx
5512,5512,Ses03M_script02_2_M011,92.0819,95.0891,Do you think that this is what I had in mind?  That four years down the line that we'd get married and come to the beach and argue with each other over fish?  No.,fru
5132,5132,Ses03M_impro08b_F012,120.26,126.69,Okay?  And it [GARBAGE]. My business is failing because my phone isn't working and I don't have a land line and I really can't handle this right now.,fru
2159,2159,Ses02F_impro08_F013,99.3367,107.9377,Is that all right?,neu
7080,7080,Ses04M_impro05_M004,24.79,33.83,You- you- you- you're misunderstanding me.  You're going to do that.,fru
3137,3137,Ses02M_script01_1_F016,143.5,146.25,What?,xxx
9065,9065,Ses05M_impro03_F017,154.33,157.39,"And I pop up out of the water -- and I had planned it already, you know? I pop up out of the water and I [BREATHING] and I like, grab her hand, you know.  and that In my hand, I've got the ring.",hap
5850,5850,Ses04F_impro03_F037,192.19,193.99,Okay.,xxx
9850,9850,Ses05M_script03_1_F023,191.17,196.96,"Um What does it all mean?  That's what I ask myself in my endless quest for ultimate truth.  Dear God, what does it all mean?",xxx
6445,6445,Ses04F_script01_3_M000,7.3178,10.17,"Ann, why didn't you let me know?",xxx
3967,3967,Ses03F_impro07_M021,113.5431,116.9675,-drunk.,neu
1428,1428,Ses01M_script01_3_F030,510.69,513.8625,Everyday since.,hap
8408,8408,Ses05F_impro08_F009,74.08,74.86,"yeah, I understand.",neu
2520,2520,Ses02F_script02_2_M017,138.86,144.92,"Yes, it is.",neu
7802,7802,Ses04M_script03_2_M044,246.73,249.95,Stop.  I hate you.  Do you hear me? You're conceited and overbearing and utterly impossible.,xxx
4969,4969,Ses03M_impro05b_F031,233.07,235.31,Of course I had my name tags on the luggage.,fru
1855,1855,Ses02F_impro01_M012,100.014,101.5823,"Well, why didn't the D.M.V. put that you needed your birth certificate on the application then?",fru
8619,8619,Ses05F_script01_3_M007,67.1718,79.4103,"Not like that, you're not.",xxx
5602,5602,Ses03M_script03_1_M022,144.64,148.7092,Horrible little thing.,xxx
8139,8139,Ses05F_impro04_M017,193.34,197.83,"Do they seem to like you? I mean, Can you get any read from them?",neu
9853,9853,Ses05M_script03_1_F026,211.2,216.13,Who's they?,exc
448,448,Ses01F_script01_2_M002,25.73,33.08,"Because she knows what I know, that's why.  She's faithful as a rock.  In my darkest moments, I think of her waiting and I know that I'm right.",xxx
9517,9517,Ses05M_script01_1b_F012,126.62,133.88,What?,fru
1284,1284,Ses01M_script01_1_F006,56.6816,58.8948,What was he doing here at four in the morning?,sad
5995,5995,Ses04F_impro05_F009,75.78,98.92,"Lost it just, like, I mean,",ang
7864,7864,Ses05F_impro02_F000,5.17,7.6605,"baby, I need you to sit down.",xxx
3727,3727,Ses03F_impro02_M029,277.86,282.62,"I'm sorry, babe.",sad
7353,7353,Ses04M_script01_1_M002,20.44,28.75,"From father's point of view, he's not dead.  And you have no right to take his girl.",xxx
361,361,Ses01F_script01_1_F019,183.98,186.05,"You know?  Why shouldn't he walk the nights thinking of him, dreaming of him?   Do we contradict him?  Do we say, we don't have any hope anymore?  That we haven't had any hope for years now?",xxx
6279,6279,Ses04F_impro08_M029,229.86,238.77,"Okay.  If that's what you want, you want to go to the next person?",fru
5230,5230,Ses03M_script01_1_M015,136.0504,140.6733,"Look, you never had seen many, many women.  You know?  I mean...",fru
8928,8928,Ses05F_script03_2_M029,169.6,174.06,Turn it off.  It is driving me mad.,xxx
7295,7295,Ses04M_impro08_M017,152.97,157.9313,make my life a lot easier.,neu
8877,8877,Ses05F_script03_2_F020,129.28,130.49,I'll have a little I think.,ang
7534,7534,Ses04M_script02_1_M009,73.7877,82.36,"Honey, this is a natural phenomenon.  I mean, this only happens once a year.  It's a great opportunity.  Think about the people in Kansas.  They'd have to get plane tickets and hotel reservations to come see this.  We're just forty minutes away.  It's too good to pass up.",neu
6251,6251,Ses04F_impro08_M001,20.01,25.66,You don't understand because you've never gone to Del Taco and gotten the service that I've gotten.  You don't understand.,neu
5926,5926,Ses04F_impro04_F009,107.04,110.77,"Okay but I've been trying for three years.  Three years and I haven't gotten a bite much less actually gotten hired, and I am smart enough.  Thank you very much.",fru
5149,5149,Ses03M_impro08b_M004,48.48,52.79,Okay.  Tell them my - my ID number is two one three five.,neu
2460,2460,Ses02F_script02_2_F003,22.96,34.98,It's ridiculous.,xxx
22,22,Ses01F_impro01_M006,41.23,46.98,"Yeah.  We keep it on file, but we need an ID to access that file.",fru
2066,2066,Ses02F_impro06_M014,158.59,160.82,I won't be able to hear his voice or his--,neu
1653,1653,Ses01M_script03_1_F005,44.28,49.63,What we're going to do?,xxx
702,702,Ses01F_script02_2_M044,436.304,439.48,Do you want to go home?  Are you cold?,hap
8773,8773,Ses05F_script02_2_M026,253.7262,270.2149,Yeah?,xxx
2743,2743,Ses02M_impro01_M010,66.9831,73.6261,That doesn't make any sense. Why?,ang
1376,1376,Ses01M_script01_2_F011,124.98,135.2991,The girl is not Larry's.  If the girl is Larry's girl she's not his she know she's not.,ang
1724,1724,Ses01M_script03_1_M034,225.51,230.39,I will never forget the look on his face.,xxx
2468,2468,Ses02F_script02_2_F011,86.16,99.71,"God damn it, Augie, don't ask me that.  I hate it when you ask me that.  You always ask me that.  It's insulting.",ang
3754,3754,Ses03F_impro03_F024,164.6825,167.9625,"Wha- What'd you say? You said yes, right? [LAUGHTER]",exc
2325,2325,Ses02F_script01_3_F003,21.09,26.81,"You know, it's lovely here, the air is sweet.",xxx
